INSTNM	lon	lat	State
Acaydia School of Aesthetics	-111.6582416	40.234633	UT
Manhattan Institute	-73.98693044	40.74971926	NY
Cosmetic Arts Institute	-80.63902406	32.89577638	SC
Holistic Massage Training Institute	-76.60309819	39.32248689	MD
Diamonds Cosmetology College	-96.60613253	33.67344791	TX
Tramy Beauty School	-117.0695029	32.74945377	CA
Northern Virginia School of Therapeutic Massage	-77.16030433	38.87342978	VA
Paul Mitchell the School-St Louis	-90.26273721	38.64474714	MO
Advanced Training Institute	-115.2068328	36.09589527	NV
Cosmopolitan Beauty and Tech School	-77.18858534	38.83210077	VA
Salon 496 Barber Academy	-82.37135467	34.83147674	SC
Shepherds Theological Seminary	-78.74262564	35.74434107	NC
Taylor Andrews Academy of Hair Design-West Jordan	-111.9343207	40.58680901	UT
Santa Ana Beauty Academy	-117.8352171	33.76640685	CA
Grace College of Divinity	-78.96130767	35.05862291	NC
Cosmetology College of Franklin County	-90.98077938	38.34545605	MO
Rochester School of Hair Design	-92.50428041	44.06762891	MN
Aveda Institute-New Mexico	-106.667711	35.09184564	NM
Nashville Barber and Style Academy	-86.71741902	36.25342486	TN
American Trade School	-90.38014725	38.72876715	MO
Estelle Skin Care and Spa Institute	-87.7470468	42.06358788	IL
Paul Mitchell the School-Honolulu	-157.8004754	21.28206342	HI
Elite Cosmetology School	-116.4355429	34.12119297	CA
American Technical Institute	-66.1774073	18.37607289	PR
Bergin University of Canine Studies	-122.7211883	38.35387197	CA
Aveda Institute-Boise	-116.310007	43.62055095	ID
American Health Institute	-82.70099348	28.30469725	FL
Pima Medical Institute-Aurora	-104.8314911	39.69560642	CO
Real Barbers College	-117.9190891	33.83461985	CA
Capilo School of Hair Design	-69.77771728	44.31770208	ME
Pure Aesthetics	-110.9298517	32.235725	AZ
Lindsey Institute of Cosmetology	-86.42187599	36.94637701	KY
The Salon Professional Academy-Iowa City	-91.50305784	41.64261759	IA
Buckner Barber School	-96.68387849	32.73804573	TX
Simmons College of Kentucky	-85.76481589	38.23952629	KY
Atelier Esthetique Institute of Esthetics	-73.99958245	40.73814826	NY
Advanced College of Cosmetology	-88.73620426	43.63285608	WI
North American University	-95.58834505	29.64630817	TX
Entourage Institute of Beauty and Esthetics	-94.72529846	38.95800695	KS
United Beauty College	-105.0112711	39.69726641	CO
Cinta Aveda Institute	-122.4043202	37.79093995	CA
Long Island Nail & Skin Care Institute	-73.49903729	40.72592228	NY
Mesivta Keser Torah	-74.21706648	40.09644213	NJ
Southern California Health Institute	-118.5268342	34.20083186	CA
Best Care College	-74.22111752	40.76534026	NJ
First Class Cosmetology School	-89.03623723	42.49901788	WI
Millennia Atlantic University	-80.35267373	25.80820469	FL
Abcott Institute	-83.21062147	42.44633919	MI
The Salon Professional Academy-Kenosha	-87.85309389	42.55804796	WI
Paul Mitchell the School-Indianapolis	-86.1273661	39.64001453	IN
Taylor Andrews Academy-St George	-113.5573266	37.1076325	UT
Seymour Beauty Academy	-92.76977778	37.14678674	MO
Protege Academy	-84.48525089	42.77222018	MI
Colorado Academy of Veterinary Technology	-104.790439	38.7942833	CO
Northeast Technical Institute	-70.31489242	43.60817993	ME
Academy for Salon Professionals	-121.9631251	37.35202194	CA
Elite School of Cosmetology	-82.60795418	41.233622	OH
Paul Mitchell the School-Las Vegas	-115.1170458	36.01673927	NV
The Salon Professional Academy-Kokomo	-86.10611617	40.47497869	IN
Hair Academy	-86.25688566	32.33742606	AL
Florida Academy	-81.82427618	26.60864186	FL
Institute for Doctoral Studies in the Visual Arts	-70.27216141	43.65405894	ME
State Career College	-87.87050787	42.37079492	IL
Academy for Salon Professionals	-118.5582273	34.23396486	CA
Paul Mitchell the School-Spokane	-117.198944	47.65837417	WA
J Renee College	-88.28926696	42.07005785	IL
National Personal Training Institute of Colorado	-105.1543311	39.74087641	CO
National Personal Training Institute of Colorado	-104.754541	38.89407632	CO
International College of Beauty Arts & Sciences	-118.2732392	34.14806186	CA
The Salon Professional Academy-Shorewood	-88.20377989	41.54025976	IL
John Paul the Great Catholic University	-117.0824129	33.12085481	CA
ITT Technical Institute-Durham	-78.84348368	35.9183271	NC
ITT Technical Institute-Hanover	-76.72722222	39.17159885	MD
University of Phoenix-Mississippi	-90.09305273	32.33432492	MS
Independence University	-112.0115198	41.23279108	UT
National American University-Tulsa	-95.90506852	36.04690638	OK
National American University-Centennial	-104.9601311	39.5670764	CO
National American University-Lee's Summit	-94.40265237	38.91979496	MO
National American University-Colorado Springs South	-104.7220209	38.84750631	CO
Globe University-Appleton	-88.48300926	44.2630132	WI
Salter College-Chicopee	-72.52741406	42.16137859	MA
Chamberlain College of Nursing-Missouri	-90.43622726	38.70204714	MO
Chamberlain College of Nursing-Texas	-95.56042106	29.83839121	TX
ITT Technical Institute-Oakland	-122.2739692	37.80401796	CA
Continental School of Beauty Culture-Mattydale	-76.1472973	43.10594663	NY
Carrington College-Pomona	-117.8038871	34.06302488	CA
Regency Beauty Institute-Copperwood	-95.64690408	29.87210821	TX
Regency Beauty Institute-Little Rock	-92.3972175	34.7305063	AR
Regency Beauty Institute-Baltimore Golden Ring	-76.48509015	39.33626889	MD
Regency Beauty Institute-El Paso	-106.3532707	31.75971514	TX
Regency Beauty Institute-Jacksonville Regency	-81.55817922	30.31929176	FL
Regency Beauty Institute-Knoxville	-84.05442023	35.9253539	TN
Regency Beauty Institute-Fayetteville	-94.15614307	36.12637148	AR
Regency Beauty Institute-Lansing	-84.5051959	42.74168817	MI
Regency Beauty Institute-Jacksonville Orange Park	-81.74033727	30.18879672	FL
Regency Beauty Institute-Crystal Lake	-88.30936998	42.22517687	IL
Regency Beauty Institute-Manassas	-77.51918144	38.78467474	VA
Regency Beauty Institute-Castleton	-86.06614611	39.90465759	IN
Regency Beauty Institute-North Nashville	-86.68281502	36.30636787	TN
Regency Beauty Institute-Round Rock	-97.68400862	30.48055526	TX
Regency Beauty Institute-Merrillville	-87.31095362	41.4683768	IN
Regency Beauty Institute-Roanoke	-79.9566251	37.31722235	VA
Regency Beauty Institute-Toledo	-83.70239855	41.61441701	OH
Regency Beauty Institute-SW Houston	-95.53265804	29.69022518	TX
Everest College-Atlanta West	-84.48961523	33.69045642	GA
Broadview University-Boise	-116.360164	43.58943594	ID
Paul Mitchell the School-Columbia	-81.04012424	33.99800661	SC
Paul Mitchell the School-Charleston	-80.02264388	32.87460639	SC
Kenneth Shuler School of Cosmetology-Greenville	-82.4845227	34.79109373	SC
South University-Accelerated Graduate Programs	-84.3552832	33.93608248	GA
South University-The Art Institute of Fort Worth	-97.43831868	32.7347957	TX
South University-Novi	-83.45736255	42.49551418	MI
Northwest College-Eugene	-123.0463423	44.07801934	OR
Northwest College-Tualatin	-122.7623885	45.38292645	OR
Harrison College-Morrisville	-78.84066367	35.85944709	NC
Trend Setters' Academy of Beauty Culture-Louisville	-85.68406586	38.13488727	KY
National University College-Caguas	-66.03984425	18.22353584	PR
Beauty Schools of America	-80.13855366	25.77483469	FL
CET-Soledad	-121.3166119	36.4145649	CA
United Education Institute-UEI College San Marcos	-117.1185359	33.13156581	CA
Houston Training Schools-Southwest	-95.50759804	29.70804518	TX
Vanguard College of Cosmetology-Metairie	-90.16341664	30.00417542	LA
United Education Institute-Anaheim	-117.9229811	33.85139785	CA
New England Tractor Trailer Training School of Massachusetts	-71.11598963	42.73082674	MA
Heritage College-Columbus	-82.84164115	39.98276476	OH
Utah College of Massage Therapy-Vegas	-115.1207538	36.04079727	NV
Utah College of Massage Therapy-Tempe	-111.962394	33.39168712	AZ
Utah College of Massage Therapy-Phoenix	-112.12675	33.57730713	AZ
Utah College of Massage Therapy-Westminster	-105.0651861	39.85927943	CO
Utah College of Massage Therapy-Aurora	-104.8247121	39.70476843	CO
Tint School of Makeup and Cosmetology-Grand Prairie	-97.00085257	32.70864472	TX
Dewey University-Hatillo	-66.8163665	18.48663191	PR
Dewey University-Manati	-66.4873314	18.4333099	PR
Baltimore School of Massage-York	-76.76844329	40.08535703	PA
Allen School-Phoenix	-112.117112	33.63024514	AZ
Oklahoma Technical College	-95.90501852	36.09869339	OK
Midwest Technical Institute-Moline	-90.48394754	41.48966762	IL
Star Career Academy-Clifton	-74.1420445	40.87737928	NJ
Unitech Training Academy-Alexandria	-92.53467334	31.32252762	LA
Unitech Training Academy-Lake Charles	-93.19337746	30.20430536	LA
Aveda Institute-Los Angeles	-118.4465782	34.06280185	CA
Buchanan Beauty College of Tullahoma	-86.20595582	35.3542567	TN
UEI College-Riverside	-117.351767	33.9753969	CA
WellSpring School of Allied Health-Lawrence	-95.2351306	38.96585492	KS
The Art Institute of Wisconsin	-87.90639695	43.03426803	WI
Brown Mackie College-Birmingham	-86.82832589	33.46782628	AL
Regina's College of Beauty	-82.0151245	33.44113645	GA
Manuel and Theresa's School of Hair Design-Victoria	-96.99159637	28.79990595	TX
Coast Career Institute	-117.307633	34.05402591	CA
Tricoci University of Beauty Culture-Chicago NE	-87.66091677	41.99980987	IL
ITT Technical Institute-Phoenix West	-112.2649301	33.46768511	AZ
ITT Technical Institute-Brooklyn Center	-93.30182377	45.06701	MN
ITT Technical Institute-Orlando	-81.36662411	28.75003539	FL
ITT Technical Institute-Waco	-97.13903854	31.51218548	TX
ITT Technical Institute-Myrtle Beach	-78.79255356	33.77509663	SC
Azusa Pacific University College	-117.8274961	34.11072789	CA
Minneapolis Media Institute	-93.33145975	44.86604297	MN
CollegeAmerica-Phoenix	-112.119902	33.57415513	AZ
Stevens-Henager College	-112.0515722	43.48346631	ID
Avalon School of Cosmetology-Phoenix	-112.068602	33.64132514	AZ
Avalon School of Cosmetology-Layton	-112.0036508	41.08992506	UT
Hair Design Institute	-80.05988966	26.51354088	FL
Hair Design Institute	-81.46853414	28.67506537	FL
All-State Career School-Allied Health Campus	-75.30215281	39.86617104	PA
Aveda Institute-Des Moines	-93.80259348	41.56268244	IA
Fortis Institute-Lawrenceville	-74.71910365	40.26081914	NJ
Relay Graduate School of Education	-73.99340845	40.74051926	NY
Brown Mackie College-Oklahoma City	-97.63976893	35.5599062	OK
Miller-Motte Technical College-Macon	-83.68692496	32.89776628	GA
Miller-Motte Technical College-Gulfport	-89.10210937	30.46014356	MS
International Culinary Center-California	-121.9614891	37.29363194	CA
South UniversitynSavannah Online	-81.10543416	31.99950616	GA
Fortis College-Montgomery	-86.20122065	32.38525107	AL
Rio Grande Bible Institute	-98.17220158	26.25958839	TX
Miller-Motte Technical College-Roanoke	-79.9779031	37.23127933	VA
Whitworth University-Adult Degree Programs	-117.4115821	47.75164816	WA
The Santa Barbara and Ventura Colleges of Law at Santa Barbara	-119.7051725	34.42454681	CA
The University of America	-117.133913	33.56050486	CA
American Broadcasting School-Online Program	-97.43643587	35.43563519	OK
Springfield College-School of Professional and Continuing Studies	-72.55664806	42.10220858	MA
Marian Health Careers Center-Van Nuys Campus	-118.4655732	34.17748786	CA
Sanford-Brown College-Brooklyn Center	-93.30548877	45.064778	MN
Milan Institute-Las Vegas	-115.1703448	36.16159528	NV
Virginia College-Savannah	-81.17245418	31.98407616	GA
Virginia College-Columbus	-84.96389531	32.52406615	GA
Donna's Academy of Hair Design	-94.58492346	39.35584903	MO
Catholic Distance University	-77.86032358	39.28763783	WV
New York School of Esthetics & Day Spa	-73.7811324	41.03536833	NY
Panache Academy of Beauty	-89.78005356	43.57620801	WI
Finger Lakes Health College of Nursing	-76.98784655	42.87643755	NY
ASI Career Institute	-75.04544372	39.75661203	NJ
Midwest Technical Institute-Ridgeland	-90.17820176	32.40252193	MS
Christine Valmy International School of Esthetics & Cosmetology	-74.35833257	40.86898527	NJ
City College-Hollywood	-80.21989369	26.02521475	FL
Paul Mitchell the School-Arlington	-97.1070786	32.68074571	TX
Rocky Mountain University of Health Professions	-111.6561996	40.21172999	UT
MediaTech Institute-Oceanside	-117.370757	33.18305281	CA
Christie's Education	-73.98082044	40.75887927	NY
Prince Institute-Great Lakes	-88.04619289	42.04368386	IL
Palmetto Beauty School	-81.87110453	34.97874679	SC
Paul Mitchell the School-Fort Myers	-81.79270417	26.49552483	FL
Paul Mitchell the School-Raleigh	-78.73986364	35.8823471	NC
Stella and Charles Guttman Community College	-73.98413244	40.75281826	NY
Lil Lou's Beauty and Barber College LLC	-87.33581663	41.53025781	IN
Bryan University	-92.2926078	38.91579708	MO
Virginia College-Tulsa	-95.97594854	36.08861638	OK
Criswell College	-96.77807852	32.79369574	TX
Virginia College-Knoxville	-83.9306852	36.02998693	TN
Columbia Academy of Cosmetology	-81.08015625	33.99759961	SC
Beverly Hills Design Institute	-118.3756332	34.06463485	CA
Global Institute	-66.02802925	18.22773484	PR
Reflections Academy of Beauty	-88.95631694	39.84322743	IL
University of Cosmetology Arts & Sciences-La Joya	-98.46802865	26.24605438	TX
Preferred College of Nursing-Van Nuys	-118.4491852	34.18988886	CA
Bryant & Stratton College-Akron	-81.65509888	41.12820802	OH
Annenberg School of Nursing	-118.5538633	34.20082986	CA
American Medical Academy	-80.39336374	25.66273465	FL
Tooele Applied Technology College	-112.3257258	40.52775798	UT
Chamberlain College of Nursing-Georgia	-84.3507252	33.91170647	GA
Chamberlain College of Nursing-Indiana	-86.11106612	39.91916759	IN
Carrington College-Mesquite	-96.62613848	32.81583575	TX
Universidad Internacional Iberoamericana	-66.66563345	18.4366899	PR
Sessions College for Professional Design	-111.940942	33.42690512	AZ
Virginia College-Shreveport	-93.70641771	32.52577582	LA
Tulsa Welding School-Jacksonville	-81.56007323	30.31356976	FL
Regency Beauty Institute-San Antonio	-98.49664078	29.52229104	TX
Regency Beauty Institute-Carrollwood	-82.50811442	28.0778752	FL
Regency Beauty Institute-Newport News	-76.50433903	37.11441044	VA
Regency Beauty Institute-Lewisville	-96.97599858	33.00624577	TX
Regency Beauty Institute-Plano	-96.70982852	33.01554579	TX
Empire Beauty School-Virginia Beach	-76.1355499	36.83846239	VA
Ross Medical Education Center-Morgantown	-79.94361424	39.65236682	WV
Paul Mitchell the School-Ogden	-111.9742448	41.22523508	UT
Career Point College	-97.68884162	30.35301523	TX
Golf Academy of America-Dallas	-96.91815856	32.92190576	TX
Utah College of Massage Therapy-Dallas	-96.74048952	32.93821477	TX
Miami Ad School-New York	-73.92507243	40.75505427	NY
WestMed College	-121.9476901	37.31750494	CA
Larry's Barber College	-87.64311674	41.70365782	IL
Futura Career Institute	-80.30699372	25.86313271	FL
Access Careers	-73.98384144	40.68942625	NY
Flair Beauty College	-118.5500273	34.41446788	CA
Eternity Cosmetology School	-80.11620368	26.65082491	FL
Tri-State Institute of Hair Design	-84.06587531	37.10276114	KY
Vogue College of Cosmetology-San Antonio Fredericksburg	-98.52353878	29.46236503	TX
Vogue College of Cosmetology	-98.6029988	29.46556803	TX
Tomorrow's Image Barber And Beauty Academy of Virginia	-76.52436703	37.11875344	VA
Vantage College	-106.3028817	31.75202314	TX
College of International Esthetics Inc	-105.0759411	39.79046642	CO
Medical Allied Career Center	-118.0624141	33.91871485	CA
Bais HaMedrash and Mesivta of Baltimore	-76.67441621	39.3795359	MD
Long Island Barber Institute	-73.61534232	40.69983827	NY
Salon Institute-Toledo Campus	-83.69699355	41.67486303	OH
Curve Metric School of Hair Design	-87.81874681	41.93763785	IL
Athena Career Academy	-83.66534354	41.61464102	OH
Yeshiva Gedolah Zichron Leyma	-74.26835253	40.69920824	NJ
The Barber School	-111.8914577	40.62142102	UT
Be'er Yaakov Talmudic Seminary	-74.02842648	41.13905834	NY
RGV Careers	-98.19866858	26.20742438	TX
Alexander Academy	-71.76940684	42.58771369	MA
LeMelange Academy of Hair	-122.2868773	38.298119	CA
Aveda Institute-Tucson	-110.9571917	32.232795	AZ
Ambiance Beauty & Barber Academy Inc	-80.67357789	28.11756426	FL
Diamond Beauty College	-118.0467232	34.06297587	CA
Unitek College	-122.4556162	37.65642493	CA
University Academy of Hair Design	-87.58965609	33.24134621	AL
Florida Institute of Recording Sound and Technology	-81.41151412	28.57897535	FL
New Dimensions Beauty Academy Inc	-104.766561	39.53453641	CO
Paul Mitchell the School-Reno	-119.803861	39.50923729	NV
Boise Barber College	-116.275164	43.63239095	ID
Austin Kade Academy	-112.0011402	43.48286532	ID
Aesthetic Science Institute	-73.79488651	42.76191265	NY
Elaine Sterling Institute	-84.38223521	33.88693646	GA
Wade Gordon Hairdressing Academy	-101.927431	35.18351092	TX
Mitsu Sato Hair Academy	-94.67023845	38.96481696	KS
SAE Institute of Technology-Los Angeles	-118.3368732	34.09040485	CA
Florida Vocational Institute	-80.32179172	25.77354668	FL
SAE Institute of Technology-Atlanta	-84.3869642	33.75993644	GA
